Id,Probability
1,0.16032814979553223
2,0.17779341340065002
3,0.02598109468817711
4,0.22622056305408478
5,0.1956472396850586
6,0.11717824637889862
7,0.22975191473960876
8,0.035227615386247635
9,0.02212519198656082
10,0.9284814596176147
11,0.016251323744654655
12,0.04893256351351738
13,0.02645801566541195
14,0.16835351288318634
15,0.1464623659849167
16,0.027722937986254692
17,0.11386149376630783
18,0.05917865037918091
19,0.3331573009490967
20,0.22813354432582855
21,0.021196844056248665
22,0.03893839567899704
23,0.01775461807847023
24,0.3575385510921478
25,0.16717155277729034
26,0.059804826974868774
27,0.14100433886051178
28,0.058539655059576035
29,0.14438213407993317
30,0.045541319996118546
31,0.1511952131986618
32,0.029627768322825432
33,0.03468840941786766
34,0.19115374982357025
35,0.3691801130771637
36,0.12116105854511261
37,0.07434892654418945
38,0.06279896199703217
39,0.024571504443883896
40,0.10612905025482178
41,0.36993980407714844
42,0.4164602756500244
43,0.1842448115348816
44,0.016148334369063377
45,0.15670602023601532
46,0.02909237891435623
47,0.02986808493733406
48,0.09647509455680847
49,0.02610495686531067
50,0.16183225810527802
51,0.0325489342212677
52,0.051476672291755676
53,0.022699903696775436
54,0.11264347285032272
55,0.043433841317892075
56,0.14885570108890533
57,0.017967969179153442
58,0.33134204149246216
59,0.2572329640388489
60,0.20554183423519135
61,0.059804704040288925
62,0.01944602094590664
63,0.030248744413256645
64,0.02212519198656082
65,0.04032482951879501
66,0.05302787199616432
67,0.029668670147657394
68,0.14872580766677856
69,0.017115244641900063
70,0.9208649396896362
71,0.0840129628777504
72,0.20568455755710602
73,0.036864928901195526
74,0.3230053782463074
75,0.042849086225032806
76,0.1096036434173584
77,0.13970334827899933
78,0.08369192481040955
79,0.09023389965295792
80,0.038213036954402924
81,0.059806883335113525
82,0.04584722965955734
83,0.04647136107087135
84,0.02539817802608013
85,0.07720328122377396
86,0.035466261208057404
87,0.26421937346458435
88,0.02645566500723362
89,0.11953504383563995
90,0.08633925765752792
91,0.12225385755300522
92,0.040245529264211655
93,0.024583294987678528
94,0.05113338679075241
95,0.014754877425730228
96,0.18731243908405304
97,0.13779528439044952
98,0.1846083104610443
99,0.03830903396010399
100,0.040052786469459534
101,0.15561486780643463
102,0.1848870813846588
103,0.030870717018842697
104,0.14869584143161774
105,0.21364960074424744
106,0.10212034732103348
107,0.5043988823890686
108,0.04908552020788193
109,0.021448737010359764
110,0.04712868854403496
111,0.07117842137813568
112,0.06934645026922226
113,0.035106487572193146
114,0.38773614168167114
115,0.2179802656173706
116,0.019639793783426285
117,0.02212519198656082
118,0.224619060754776
119,0.020972250029444695
120,0.02166237123310566
121,0.045877065509557724
122,0.13460762798786163
123,0.050953399389982224
124,0.8043785691261292
125,0.03847669064998627
126,0.050918418914079666
127,0.019072821363806725
128,0.03588034212589264
129,0.03354547172784805
130,0.12719997763633728
131,0.05055343359708786
132,0.18013863265514374
133,0.017562825232744217
134,0.0956788957118988
135,0.3177156150341034
136,0.028567710891366005
137,0.29120147228240967
138,0.08729488402605057
139,0.019188180565834045
140,0.022868135944008827
141,0.016601232811808586
142,0.028389006853103638
143,0.02909237891435623
144,0.03847993165254593
145,0.38827547430992126
146,0.02418171800673008
147,0.019072821363806725
148,0.14160878956317902
149,0.03199610486626625
150,0.17004503309726715
151,0.014462139457464218
152,0.020979763939976692
153,0.0349004901945591
154,0.08349713683128357
155,0.033650532364845276
156,0.03595202416181564
157,0.21716387569904327
158,0.026279784739017487
159,0.20827141404151917
160,0.02524702064692974
161,0.01641458459198475
162,0.02843136340379715
163,0.07843361049890518
164,0.18178336322307587
165,0.03175891563296318
166,0.10788040608167648
167,0.7746157050132751
168,0.10847068578004837
169,0.32229122519493103
170,0.0220180656760931
171,0.015813404694199562
172,0.021623503416776657
173,0.03273510932922363
174,0.1407746970653534
175,0.038474537432193756
176,0.4458080232143402
177,0.04238805174827576
178,0.2146194875240326
179,0.026611270383000374
180,0.036944933235645294
181,0.058808036148548126
182,0.01960349828004837
183,0.06909386068582535
184,0.046705253422260284
185,0.21896231174468994
186,0.05341857671737671
187,0.022375036031007767
188,0.10250616818666458
189,0.11608830839395523
190,0.02858065254986286
191,0.037669602781534195
192,0.1461758017539978
193,0.05242852121591568
194,0.2207949161529541
195,0.035335034132003784
196,0.10735350102186203
197,0.07195417582988739
198,0.021180905401706696
199,0.03132687509059906
200,0.02339235693216324
201,0.1655348539352417
202,0.07449086010456085
203,0.5904930233955383
204,0.1240803524851799
205,0.09527751058340073
206,0.051153846085071564
207,0.03574075922369957
208,0.024971187114715576
209,0.2601538896560669
210,0.02909237891435623
211,0.18474207818508148
212,0.11512216925621033
213,0.052319735288619995
214,0.017185751348733902
215,0.08507674932479858
216,0.14212898910045624
217,0.02222668193280697
218,0.19862142205238342
219,0.05568024143576622
220,0.019072821363806725
221,0.032445427030324936
222,0.018307484686374664
223,0.04492044076323509
224,0.0536123625934124
225,0.02222668193280697
226,0.16687069833278656
227,0.022022824734449387
228,0.2111414223909378
229,0.17177814245224
230,0.4798658490180969
231,0.5203506350517273
232,0.0391896553337574
233,0.04919753223657608
234,0.042867936193943024
235,0.027178950607776642
236,0.39572498202323914
237,0.23520012199878693
238,0.02909237891435623
239,0.04389673098921776
240,0.07231214642524719
241,0.10990020632743835
242,0.05621720477938652
243,0.01705079898238182
244,0.1099095568060875
245,0.26763370633125305
246,0.028151368722319603
247,0.10346265137195587
248,0.021623503416776657
249,0.047323159873485565
250,0.39416059851646423
251,0.13133321702480316
252,0.4789336919784546
253,0.025484811514616013
254,0.1551615297794342
255,0.024581609293818474
256,0.02645566500723362
257,0.12748689949512482
258,0.3046064078807831
259,0.1212010532617569
260,0.1963619887828827
261,0.021844353526830673
262,0.05747372284531593
263,0.014462139457464218
264,0.2028430849313736
265,0.2331082671880722
266,0.024915294721722603
267,0.19303184747695923
268,0.108151875436306
269,0.40389466285705566
270,0.0285571850836277
271,0.11742598563432693
272,0.08889149874448776
273,0.03236033767461777
274,0.02858627401292324
275,0.023983322083950043
276,0.09210345149040222
277,0.09874264895915985
278,0.021740969270467758
279,0.13529765605926514
280,0.08410783112049103
281,0.7967869639396667
282,0.14015069603919983
283,0.2100163698196411
284,0.06256268173456192
285,0.02595812827348709
286,0.03491196036338806
287,0.025055566802620888
288,0.0883433073759079
289,0.16346478462219238
290,0.2331082671880722
291,0.3568042516708374
292,0.016409896314144135
293,0.13853619992733002
294,0.04161448776721954
295,0.024904614314436913
296,0.0998862013220787
297,0.017698829993605614
298,0.10431120544672012
299,0.03370615467429161
300,0.036061253398656845
301,0.1673320084810257
302,0.020899251103401184
303,0.04471217468380928
304,0.02719135582447052
305,0.43021881580352783
306,0.06482692062854767
307,0.02909237891435623
308,0.9284814596176147
309,0.5016983151435852
310,0.019644202664494514
311,0.810092031955719
312,0.02337418869137764
313,0.3663010597229004
314,0.13322316110134125
315,0.13035210967063904
316,0.13304685056209564
317,0.5349761843681335
318,0.01427127793431282
319,0.05688090994954109
320,0.15368984639644623
321,0.3605057895183563
322,0.03262406960129738
323,0.027242079377174377
324,0.02842986211180687
325,0.2615832984447479
326,0.02506270445883274
327,0.043506376445293427
328,0.04120619595050812
329,0.03286045417189598
330,0.02986808493733406
331,0.022908970713615417
332,0.024710638448596
333,0.022868135944008827
334,0.09616260230541229
335,0.13097608089447021
336,0.1551429182291031
337,0.05537262558937073
338,0.366988867521286
339,0.10545746237039566
340,0.035880524665117264
341,0.0145267304033041
342,0.06149200722575188
343,0.059930846095085144
344,0.12735708057880402
345,0.11445916444063187
346,0.0575370229780674
347,0.7626011967658997
348,0.13077200949192047
349,0.05046914517879486
350,0.03491196036338806
351,0.10127528756856918
352,0.20079396665096283
353,0.013059589080512524
354,0.19991439580917358
355,0.01846332848072052
356,0.013362770900130272
357,0.7719749808311462
358,0.024904614314436913
359,0.13063457608222961
360,0.30623093247413635
361,0.09188137948513031
362,0.02344147302210331
363,0.01670924574136734
364,0.0351511687040329
365,0.3326525092124939
366,0.32517191767692566
367,0.17757496237754822
368,0.18702949583530426
369,0.04525117576122284
370,0.4559454321861267
371,0.023244252428412437
372,0.21063457429409027
373,0.026643775403499603
374,0.030662884935736656
375,0.0220180656760931
376,0.015640102326869965
377,0.08792546391487122
378,0.013135457411408424
379,0.06240140646696091
380,0.04575243219733238
381,0.02367938682436943
382,0.0575370229780674
383,0.11570059508085251
384,0.2431032955646515
385,0.017875205725431442
386,0.015796011313796043
387,0.0145267304033041
388,0.022868135944008827
389,0.08797471225261688
390,0.04696397855877876
391,0.013059589080512524
392,0.019546028226614
393,0.05351066216826439
394,0.2945078909397125
395,0.026423584669828415
396,0.013059589080512524
397,0.13738226890563965
398,0.1823938637971878
399,0.03190341591835022
400,0.08584782481193542
401,0.017837651073932648
402,0.014462139457464218
403,0.05933194234967232
404,0.02212519198656082
405,0.7907202243804932
406,0.7795751094818115
407,0.055045828223228455
408,0.20798328518867493
409,0.030686741694808006
410,0.07554928213357925
411,0.08714351058006287
412,0.12986093759536743
413,0.2099040299654007
414,0.028876863420009613
415,0.01817619614303112
416,0.31324589252471924
417,0.24727854132652283
418,0.1952807903289795
419,0.033339936286211014
